PESEL,Date of acceptance to the position,Salary,Education
25072564135,2017-07-17,1030.652,Associate Degree
95100206610,2017-07-17,1122.392,Master's Degree
41022719653,2017-07-16,5555.31,Bachelor's Degree
55081291634,2017-07-16,5762.77,Associate Degree
79062046756,2017-07-16,5068.89,Master's Degree
37120261158,2017-07-16,5369.1,Professional Certification
35032669613,2017-07-16,5243.3,Bachelor's Degree
36061395953,2017-07-16,5336.73,Bachelor's Degree
28091618050,2017-07-16,1157.12,Master's Degree
25021484253,2017-07-16,1045.478,Diploma
29062827738,2017-07-15,5693.91,Master's Degree
28101308050,2017-07-15,4993.76,Certificate Program
35101343154,2017-07-15,4933.1,Master's Degree
93121424349,2017-07-15,5643.59,Doctorate (PhD)
71090128017,2017-07-15,5101.39,High School Diploma
77100237722,2017-07-15,5024.7,Certificate Program
98060426423,2017-07-15,5555.39,Bachelor's Degree
91040284141,2017-07-15,4965.55,Diploma
62112986553,2017-07-15,5488.42,Doctorate (PhD)
10061714352,2017-07-15,5431.43,Professional Certification
10101441309,2017-07-15,5206.22,Postgraduate Diploma
39072464012,2017-07-15,1019.908,Master's Degree
93060770350,2017-07-14,5749.12,Bachelor's Degree
97042207324,2017-07-14,5801.8,Doctorate (PhD)
35042647753,2017-07-14,5506.89,Associate Degree
38020506556,2017-07-14,5674.88,Bachelor's Degree
81080144055,2017-07-14,5439.32,Bachelor's Degree
8032545528,2017-07-14,5254.48,Professional Certification
44082284446,2017-07-14,1031.354,Associate Degree
51112004541,2017-07-14,1131.052,Associate Degree
80931544,2017-07-14,987.5,High School Diploma
51090725940,2017-07-14,968.08,Certificate Program
64081966952,2017-07-14,1007.934,Vocational Training
78112944635,2017-07-14,1124.764,High School Diploma
82070256558,2017-07-13,288.44,Master's Degree
71090422555,2017-07-13,5143.34,High School Diploma
99081067952,2017-07-13,5210.3,Doctorate (PhD)
30122588250,2017-07-13,5231.86,Certificate Program
66071032409,2017-07-13,5531.39,Associate Degree
65072066657,2017-07-13,5178.39,Postgraduate Diploma
26011272052,2017-07-13,1086.958,Certificate Program
71061313651,2017-07-13,1078.394,Postgraduate Diploma
99062174147,2017-07-13,1020.908,Associate Degree
31080157056,2017-07-13,1004.966,Professional Certification
90070736637,2017-07-13,979.588,Master's Degree
76050444356,2017-07-13,968.89,Certificate Program
87112900150,2017-07-12,5449.5,Professional Certification
31052002351,2017-07-12,5194.48,Certificate Program
97061092752,2017-07-12,4946.15,Master's Degree
76081948654,2017-07-12,4837.03,Certificate Program
30091310801,2017-07-12,5181.02,High School Diploma
48061187555,2017-07-12,5650.61,Master's Degree
77111157202,2017-07-12,5625.58,High School Diploma
26010505827,2017-07-12,4859.83,Professional Certification
97102724154,2017-07-12,981.802,Postgraduate Diploma
65071724851,2017-07-12,1111.188,Doctorate (PhD)
32062514250,2017-07-12,1035.19,Master's Degree
63010749914,2017-07-12,1105.906,Bachelor's Degree
1042583551,2017-07-12,1026.5,Postgraduate Diploma
93101244356,2017-07-12,1043.14,Master's Degree
43041310516,2017-07-11,5237.08,Master's Degree
64090314955,2017-07-11,5380.41,Bachelor's Degree
51101903154,2017-07-11,5181.93,Professional Certification
25011589407,2017-07-11,4965.67,High School Diploma
46112347659,2017-07-11,4802.93,Postgraduate Diploma
61070690151,2017-07-11,5238.13,Bachelor's Degree
83092300353,2017-07-11,5233.34,Diploma
37012292053,2017-07-11,5107.55,Professional Certification
49081608839,2017-07-11,4913.36,Diploma
98080536258,2017-07-11,5384.15,Postgraduate Diploma
76063022150,2017-07-11,980.95,High School Diploma
63121960611,2017-07-10,4940.33,Diploma
61101379653,2017-07-10,5793.01,Master's Degree
64032776153,2017-07-10,4912.08,High School Diploma
65010540557,2017-07-10,4985.57,Professional Certification
77081229848,2017-07-10,5419.25,Postgraduate Diploma
51051148355,2017-07-10,5115.66,Certificate Program
53020866640,2017-07-10,5094,Master's Degree
47021615259,2017-07-10,5472.6,Doctorate (PhD)
60032105502,2017-07-10,1009.014,Certificate Program
56113043331,2017-07-10,1074.262,Professional Certification
25033163551,2017-07-09,5476.77,Vocational Training
8120551453,2017-07-09,4913.13,Associate Degree
43050950451,2017-07-09,5305.74,High School Diploma
65051240108,2017-07-09,5296.36,Professional Certification
69031445516,2017-07-09,5372.4,Certificate Program
98121838554,2017-07-09,5009.17,Professional Certification
37062926807,2017-07-09,1002.862,High School Diploma
28061811658,2017-07-08,5676.4,Doctorate (PhD)
1033000250,2017-07-08,5608.61,High School Diploma
10042095638,2017-07-08,5107.33,Master's Degree
45122122252,2017-07-08,5094.02,Postgraduate Diploma
62120349050,2017-07-08,5510.34,Associate Degree
9081489759,2017-07-08,5130.14,Doctorate (PhD)
79061859209,2017-07-08,5392.67,Associate Degree
66042093244,2017-07-08,5456.15,Doctorate (PhD)
50040923643,2017-07-08,5147.58,Postgraduate Diploma
45091595853,2017-07-08,978.356,Master's Degree
86053138550,2017-07-07,4969.85,Bachelor's Degree
42110481137,2017-07-07,5233.73,Doctorate (PhD)
33020700832,2017-07-07,980.574,High School Diploma
69120164742,2017-07-07,1036.68,Postgraduate Diploma
53100220757,2017-07-07,1029.284,Master's Degree
27012780535,2017-07-07,1029.352,Bachelor's Degree
29101688458,2017-07-07,1050.186,Diploma
73031744605,2017-07-06,4723.57,Postgraduate Diploma
65012348924,2017-07-06,5780,High School Diploma
89022077959,2017-07-06,4932.89,Diploma
76042699845,2017-07-06,5234.26,Doctorate (PhD)
55120756258,2017-07-06,4722.57,Postgraduate Diploma
53062137256,2017-07-06,5660.57,Associate Degree
68012190652,2017-07-06,5533.27,Doctorate (PhD)
62111253300,2017-07-06,5071.78,Certificate Program
40031024206,2017-07-06,5349.39,Professional Certification
35010425248,2017-07-06,5579.92,Doctorate (PhD)
73112205852,2017-07-06,5653.88,Master's Degree
45061692359,2017-07-06,5072.68,Associate Degree
84110714758,2017-07-06,1145.152,High School Diploma
82112006509,2017-07-06,1086.502,High School Diploma
82121097950,2017-07-06,1051.548,Diploma
80092255850,2017-07-05,5196.35,Professional Certification
85052280121,2017-07-05,5376.87,Diploma
52090563202,2017-07-05,5323.42,Vocational Training
98072831725,2017-07-05,5189.73,Professional Certification
85062168752,2017-07-05,5763.43,Associate Degree
59050236149,2017-07-05,4896.73,Professional Certification
53071400659,2017-07-05,5060.66,Certificate Program
29060106505,2017-07-05,5047.31,High School Diploma
89091343306,2017-07-05,5231.03,Vocational Training
55082983112,2017-07-05,1088.43,High School Diploma
82091035152,2017-07-05,1001.28,Professional Certification
34060344008,2017-07-05,1073.158,High School Diploma
65081635354,2017-07-05,999.364,Associate Degree
95081165324,2017-07-05,996.95,Doctorate (PhD)
72042941111,2017-07-04,5032.18,Bachelor's Degree
3112756355,2017-07-04,4922.72,Bachelor's Degree
35032896132,2017-07-04,4806.7,Diploma
82051657400,2017-07-04,4941.24,Certificate Program
4041731451,2017-07-04,4795.56,Diploma
74100143440,2017-07-04,4830.49,Postgraduate Diploma
75081798221,2017-07-04,5676.83,Doctorate (PhD)
5122953856,2017-07-04,5195.08,Professional Certification
54082140343,2017-07-04,5454.14,Postgraduate Diploma
53011775858,2017-07-04,5533.08,Bachelor's Degree
38070898438,2017-07-04,5839.54,High School Diploma
61041906836,2017-07-04,1116.94,High School Diploma
2110171052,2017-07-04,1109.352,Bachelor's Degree
38092753359,2017-07-04,946.06,Diploma
71072388503,2017-07-03,5144.97,High School Diploma
83071975152,2017-07-03,5384.33,Bachelor's Degree
57010955756,2017-07-03,5279.81,High School Diploma
66082385545,2017-07-03,4782.59,Postgraduate Diploma
48011620857,2017-07-03,1036.794,Certificate Program
93030661532,2017-07-03,1147.172,Master's Degree
49121548558,2017-07-03,1050.222,Associate Degree
26121507259,2017-07-03,1165.446,Associate Degree
28060373340,2017-07-03,1158.334,Bachelor's Degree
58052920256,2017-07-02,4971.33,Diploma
3051977655,2017-07-02,4783.47,Diploma
2012332456,2017-07-02,5676.66,High School Diploma
63042652754,2017-07-02,5039.12,Master's Degree
41030564058,2017-07-02,5646.47,High School Diploma
34092600943,2017-07-02,4800.64,Vocational Training
97092542259,2017-07-02,5301.7,Doctorate (PhD)
81100236254,2017-07-02,955.674,Certificate Program
92021391456,2017-07-02,1077.536,Vocational Training
100826759,2017-07-01,5235.65,Postgraduate Diploma
37110718918,2017-07-01,5052.12,Professional Certification
6081863235,2017-07-01,5417.74,Certificate Program
87061267104,2017-07-01,5347.26,Certificate Program
30052167439,2017-07-01,5314.51,Vocational Training
31092898712,2017-07-01,5269.75,Vocational Training
74103153334,2017-07-01,4949.45,Professional Certification
55021972151,2017-07-01,4832.07,Vocational Training
83042271513,2017-07-01,1091.122,Associate Degree
48112046859,2017-07-01,1084.882,Bachelor's Degree
59100616842,2017-07-01,999.288,Certificate Program
99111996423,2017-07-01,1153.806,High School Diploma
76041538024,2017-06-30,5068.94,Vocational Training
83042490253,2017-06-30,5226.05,Postgraduate Diploma
68122328053,2017-06-30,5009.09,Doctorate (PhD)
8090208854,2017-06-30,5274,Certificate Program
86090134225,2017-06-30,5484.19,Master's Degree
89091582745,2017-06-30,5207.25,Vocational Training
5032963055,2017-06-30,5226.94,Professional Certification
56020185357,2017-06-30,1076.49,Professional Certification
60090712250,2017-06-30,1063.204,Certificate Program
83020223909,2017-06-30,1008.454,Bachelor's Degree
81043043005,2017-06-30,1306.03,Vocational Training
56060770850,2017-06-29,5082.3,Diploma
80122495739,2017-06-29,4933.24,Associate Degree
48090973220,2017-06-29,5304.92,Diploma
85122290452,2017-06-29,5108.78,Doctorate (PhD)
32061498146,2017-06-29,4862.8,Certificate Program
83082247248,2017-06-29,5851.08,Master's Degree
45052654821,2017-06-29,5343.41,Vocational Training
45122195300,2017-06-29,1009.574,Postgraduate Diploma
74080565717,2017-06-29,1047.304,Doctorate (PhD)
59082247359,2017-06-29,961.672,Postgraduate Diploma
81033191806,2017-06-29,1086.006,Certificate Program
86010527508,2017-06-29,966.696,Certificate Program
6062318855,2017-06-29,940.702,Vocational Training
94040845532,2017-06-29,1067.648,Associate Degree
88020309659,2017-06-28,5395.48,Vocational Training
7123064737,2017-06-28,4929.45,High School Diploma
45092899956,2017-06-28,5096.95,Vocational Training
27062221644,2017-06-28,5837.69,Master's Degree
81040459418,2017-06-28,5563.54,Master's Degree
45082522154,2017-06-28,994.85,Diploma
37011575755,2017-06-28,1059.21,Professional Certification
55011798042,2017-06-28,977.264,Professional Certification
26052729854,2017-06-28,1138.14,Doctorate (PhD)
54042656657,2017-06-27,1345.75,Doctorate (PhD)
79060929321,2017-06-27,4914.79,Certificate Program
63091237454,2017-06-27,5188.33,Doctorate (PhD)
33082180456,2017-06-27,5091.21,Associate Degree
9030753454,2017-06-27,4991.68,Diploma
77090258435,2017-06-27,5163.74,Certificate Program
94120835912,2017-06-27,5103.79,Professional Certification
87090470351,2017-06-27,5765.1,Master's Degree
68120633948,2017-06-27,5626.79,Bachelor's Degree
81031250352,2017-06-27,5107.48,Bachelor's Degree
41011108954,2017-06-27,1102.188,Bachelor's Degree
50112809835,2017-06-27,1036.344,Diploma
27041877851,2017-06-27,1065.844,Associate Degree
2072020623,2017-06-26,5246.75,High School Diploma
81682258,2017-06-26,5303.23,Professional Certification
70050681401,2017-06-26,5634.16,Bachelor's Degree
72112236152,2017-06-26,5146.77,Associate Degree
10071550418,2017-06-26,5257.61,Master's Degree
49031071133,2017-06-26,5442.26,Vocational Training
86102727250,2017-06-26,4938.57,Postgraduate Diploma
67060930339,2017-06-26,977.804,Doctorate (PhD)
78120503255,2017-06-26,1021.872,High School Diploma
40012233858,2017-06-26,1102.062,Postgraduate Diploma
91040597254,2017-06-25,5569.17,Bachelor's Degree
39042422350,2017-06-25,5091.02,High School Diploma
92070304656,2017-06-25,1027.086,Professional Certification
80081069525,2017-06-24,5481.68,High School Diploma
32042432125,2017-06-24,5369.84,Vocational Training
99022353515,2017-06-24,4720.95,Postgraduate Diploma
42061739132,2017-06-24,5502.44,Associate Degree
34102451154,2017-06-24,5088.21,High School Diploma
60062074850,2017-06-24,5866.02,High School Diploma
70012953454,2017-06-24,5045.78,Bachelor's Degree
86100616824,2017-06-24,5215.61,Certificate Program
27010357056,2017-06-24,5102.89,Postgraduate Diploma
69042531752,2017-06-24,1076.608,Associate Degree
42011653055,2017-06-24,951.566,Postgraduate Diploma
90030174853,2017-06-24,1027.352,High School Diploma
8073008251,2017-06-24,963.71,Diploma
41050675709,2017-06-23,5304.16,Diploma
87032745800,2017-06-23,5499.72,Master's Degree
78122067755,2017-06-23,5042.21,Diploma
26082906456,2017-06-23,5157.87,Doctorate (PhD)
32041545617,2017-06-23,5642.17,High School Diploma
44092119116,2017-06-23,5043.04,Master's Degree
47092842408,2017-06-23,1002.882,Professional Certification
79070308354,2017-06-23,993.618,Vocational Training
68100387043,2017-06-23,1022.624,Associate Degree
89030117814,2017-06-23,999.584,Postgraduate Diploma
25110356153,2017-06-23,982.142,Postgraduate Diploma
41061894043,2017-06-23,1075.432,Bachelor's Degree
33061158843,2017-06-22,5341.08,Bachelor's Degree
32120181527,2017-06-22,5159.13,Diploma
39011615758,2017-06-22,5870.16,Associate Degree
57071387354,2017-06-22,4962.44,Professional Certification
40062377832,2017-06-22,1034.606,Bachelor's Degree
59032639856,2017-06-22,1052.564,Vocational Training
63020201057,2017-06-22,1127.472,Master's Degree
32063004138,2017-06-22,1103.31,Vocational Training
52102803139,2017-06-21,5285.58,High School Diploma
9121513756,2017-06-21,5240.72,Doctorate (PhD)
10080890048,2017-06-21,4927.51,Vocational Training
48060195953,2017-06-21,5237.31,Certificate Program
71071978558,2017-06-21,5469.93,Certificate Program
59060153757,2017-06-21,4757.88,Postgraduate Diploma
8110636205,2017-06-21,976.19,Certificate Program
65020557640,2017-06-21,1084.266,Postgraduate Diploma
2111607433,2017-06-20,5164.68,Bachelor's Degree
53012667651,2017-06-20,5492.23,Associate Degree
31235413,2017-06-20,5356.84,Vocational Training
31042867458,2017-06-20,5007.94,Bachelor's Degree
28031663603,2017-06-20,5467.81,Bachelor's Degree
6040212258,2017-06-20,4761.09,Postgraduate Diploma
65101299759,2017-06-20,960.456,Postgraduate Diploma
10060621912,2017-06-20,958.16,Diploma
85041754213,2017-06-20,989.066,Postgraduate Diploma
42101776503,2017-06-19,5583.75,Bachelor's Degree
60090964459,2017-06-19,5824.33,High School Diploma
44011669553,2017-06-19,5015.4,High School Diploma
86041331411,2017-06-19,4805.32,Postgraduate Diploma
35072030136,2017-06-19,1023.934,Postgraduate Diploma
51102627251,2017-06-19,1095.362,Certificate Program
66092685554,2017-06-19,977.26,Certificate Program
97062810720,2017-06-19,988.746,Vocational Training
10081779326,2017-06-18,4889.84,Bachelor's Degree
96030112428,2017-06-18,5375.98,Vocational Training
72092783338,2017-06-18,4819.97,Certificate Program
82021194050,2017-06-18,5064.17,Certificate Program
77103080037,2017-06-18,5057.95,Diploma
98110669031,2017-06-18,5666.01,Bachelor's Degree
36101199929,2017-06-18,5578.34,Master's Degree
47042614907,2017-06-18,4934.46,Master's Degree
57041709500,2017-06-18,5809.61,Associate Degree
31120148259,2017-06-18,5288.31,Master's Degree
28101176406,2017-06-18,5411.31,Professional Certification
51051140258,2017-06-18,4894.76,Certificate Program
96030913838,2017-06-18,5170.94,Professional Certification
75121630003,2017-06-18,1004.578,Professional Certification
2120871021,2017-06-18,1046.648,Certificate Program
7081377654,2017-06-18,976.624,Professional Certification
110392110,2017-06-17,5466.23,Vocational Training
98091279559,2017-06-17,5749.25,Doctorate (PhD)
74062775314,2017-06-17,5751.87,Bachelor's Degree
67101943256,2017-06-17,5123.75,Professional Certification
44081606054,2017-06-17,4908.48,Diploma
92011473946,2017-06-17,5079.99,Master's Degree
3102837554,2017-06-17,4943.45,High School Diploma
59091937920,2017-06-17,1022.116,Associate Degree
49052091017,2017-06-17,1141.03,Doctorate (PhD)
76072657653,2017-06-17,1124.568,High School Diploma
96090233329,2017-06-17,990.878,Vocational Training
36061937652,2017-06-17,1085.838,Vocational Training
47012089755,2017-06-16,4783.83,Vocational Training
27081570703,2017-06-16,5272.98,Postgraduate Diploma
67122343101,2017-06-16,5534.43,Doctorate (PhD)
4012254109,2017-06-16,5236.82,Postgraduate Diploma
30090157128,2017-06-16,5199.61,Doctorate (PhD)
1052532259,2017-06-16,5417.11,Postgraduate Diploma
79090262252,2017-06-16,5773.08,Doctorate (PhD)
94071815559,2017-06-16,4980.07,Vocational Training
88070413351,2017-06-16,5131.89,Vocational Training
93062109217,2017-06-16,1063.14,Professional Certification
81091288539,2017-06-16,972.778,Vocational Training
63080856154,2017-06-16,1130.316,Doctorate (PhD)
49090274250,2017-06-16,988.176,Professional Certification
93061706828,2017-06-15,4814.13,Certificate Program
46092975714,2017-06-15,5859.98,Doctorate (PhD)
68121829050,2017-06-15,4965.18,Associate Degree
36020148053,2017-06-15,5764.84,Bachelor's Degree
53062571700,2017-06-15,5117.9,High School Diploma
70121444452,2017-06-15,4978.61,Diploma
7111311854,2017-06-15,5192.33,Diploma
37012305339,2017-06-15,4976.31,Postgraduate Diploma
70122439545,2017-06-15,5186.16,Diploma
41072419954,2017-06-15,1129.62,Master's Degree
69110276217,2017-06-15,1078.794,Master's Degree
62121747659,2017-06-15,1042.482,Vocational Training
61033119505,2017-06-15,1024.082,Doctorate (PhD)
52091588721,2017-06-15,943.17,Postgraduate Diploma
70011331622,2017-06-15,1149.146,High School Diploma
28072117525,2017-06-14,1263.7,Diploma
81020555051,2017-06-14,5766.02,Master's Degree
9110838451,2017-06-14,5254.07,Professional Certification
26102928251,2017-06-14,5797,Bachelor's Degree
29073044650,2017-06-14,5309.87,Master's Degree
8080851822,2017-06-14,5146.45,Professional Certification
38052334802,2017-06-14,4971.56,Master's Degree
21169531,2017-06-14,5465.8,Diploma
91081705009,2017-06-14,963.96,Vocational Training
91768713,2017-06-14,1091.092,Vocational Training
49081425517,2017-06-14,1068.362,Doctorate (PhD)
1072865544,2017-06-13,5315.7,Associate Degree
97062725813,2017-06-13,5252.03,Certificate Program
66011858005,2017-06-13,4824.03,Professional Certification
79040120058,2017-06-13,5192.06,High School Diploma
38091733033,2017-06-13,4783.64,Certificate Program
91040566612,2017-06-13,5448.12,Professional Certification
33033069630,2017-06-13,5030.85,Vocational Training
4091170646,2017-06-13,1038.42,Diploma
38080150317,2017-06-13,956.48,Certificate Program
46032263219,2017-06-13,1068.432,Diploma
82042653510,2017-06-13,1002.596,Diploma
62051726744,2017-06-13,948.592,Professional Certification
53071472133,2017-06-13,1035.788,Master's Degree
77101666741,2017-06-13,1129.126,Master's Degree
69051532151,2017-06-12,5029.62,High School Diploma
88040986654,2017-06-12,4987.97,Professional Certification
44122140501,2017-06-12,5274.39,Associate Degree
44120910449,2017-06-12,5385.8,Bachelor's Degree
43062748529,2017-06-12,5652.31,High School Diploma
56101322633,2017-06-12,5195.15,Diploma
38080249136,2017-06-12,5188.83,Bachelor's Degree
70021143914,2017-06-12,1081.666,Vocational Training
97121122658,2017-06-12,1054.764,Certificate Program
76012085201,2017-06-12,982.722,Bachelor's Degree
70120225010,2017-06-11,5355.11,Professional Certification
65031306015,2017-06-11,5091.04,Professional Certification
57060835642,2017-06-11,5036.39,Certificate Program
45011709054,2017-06-11,5082.75,Associate Degree
58021519559,2017-06-11,5073.17,Professional Certification
47013131529,2017-06-11,4933.07,Associate Degree
90020952850,2017-06-11,4811.83,Vocational Training
34111530859,2017-06-11,1086.826,Doctorate (PhD)
2101950943,2017-06-11,948.882,Certificate Program
26050757044,2017-06-11,1000.914,Associate Degree
71022663058,2017-06-11,1010.992,Associate Degree
77022038351,2017-06-11,1085.824,Vocational Training
40123187341,2017-06-11,990.746,Certificate Program
83082306723,2017-06-10,5261.46,Bachelor's Degree
99021874532,2017-06-10,5447.79,Postgraduate Diploma
98060768251,2017-06-10,5373.65,Diploma
55072458754,2017-06-10,4777.19,Postgraduate Diploma
92050910815,2017-06-10,1099.16,Doctorate (PhD)
72052044143,2017-06-10,1155.468,High School Diploma
82072113554,2017-06-10,1069.372,Professional Certification
84070926507,2017-06-10,1019.77,Certificate Program
55040955953,2017-06-09,4990.95,Postgraduate Diploma
32110500550,2017-06-09,5445.4,Certificate Program
43080699959,2017-06-09,4978.66,Associate Degree
4092178353,2017-06-09,5736.55,Master's Degree
45042444458,2017-06-09,4875.21,Professional Certification
70110825356,2017-06-09,5171.77,Vocational Training
29100997339,2017-06-09,5207.81,Master's Degree
6121770310,2017-06-09,5166.37,Master's Degree
89052491752,2017-06-09,5430.06,Bachelor's Degree
10082553428,2017-06-09,1019.674,Certificate Program
97032719354,2017-06-09,1028.438,Associate Degree
46122491434,2017-06-08,5368.55,Professional Certification
66011107154,2017-06-08,5053.37,Doctorate (PhD)
77122022058,2017-06-08,5195.06,Bachelor's Degree
95021695636,2017-06-08,4957.64,High School Diploma
30032667722,2017-06-08,5423.55,Postgraduate Diploma
71071555858,2017-06-08,4960.18,Certificate Program
52012636951,2017-06-08,5483.48,Master's Degree
50082775556,2017-06-08,5115.93,Bachelor's Degree
39021297603,2017-06-08,5348.06,Bachelor's Degree
46012927447,2017-06-08,5066.67,Diploma
59111703126,2017-06-08,1067.144,Postgraduate Diploma
44010115758,2017-06-08,1082.766,Vocational Training
81100611749,2017-06-08,1112.684,Bachelor's Degree
33052061451,2017-06-08,946.102,Diploma
70060264753,2017-06-08,1004.486,Bachelor's Degree
43040558245,2017-06-08,1167.254,Associate Degree
45092963057,2017-06-08,1145.694,High School Diploma
5041418250,2017-06-07,5141.99,Master's Degree
83122146254,2017-06-07,5527.75,Bachelor's Degree
6112860503,2017-06-07,5194.57,Doctorate (PhD)
82052361757,2017-06-07,5121.81,Doctorate (PhD)
48072838727,2017-06-07,5781.91,Bachelor's Degree
3091239124,2017-06-07,5397.28,Postgraduate Diploma
87092582153,2017-06-07,1016.558,Vocational Training
38073020300,2017-06-07,1143.812,High School Diploma
94011662735,2017-06-07,1040.986,Postgraduate Diploma
81042931929,2017-06-07,1093.962,Master's Degree
33122610624,2017-06-06,4997.24,Master's Degree
75121157445,2017-06-06,5212.55,Certificate Program
71010344305,2017-06-06,5471.05,Certificate Program
1093098435,2017-06-06,4785.29,Postgraduate Diploma
38031585054,2017-06-06,5881.23,Master's Degree
99032685556,2017-06-06,1119.046,High School Diploma
2072312753,2017-06-06,1113.022,Doctorate (PhD)
64053063951,2017-06-06,1081,Postgraduate Diploma
92032001250,2017-06-05,4816.69,Vocational Training
47082750029,2017-06-05,4965.25,High School Diploma
90081949132,2017-06-05,5200.28,Certificate Program
62072612253,2017-06-05,5405.47,Certificate Program
43053177455,2017-06-05,4722.48,Professional Certification
4032884058,2017-06-05,4773.53,Vocational Training
97020856146,2017-06-05,5053.26,Master's Degree
38032902405,2017-06-05,5098.78,Associate Degree
58051616358,2017-06-05,1043.734,Certificate Program
48120328927,2017-06-05,1014.546,Vocational Training
65031900608,2017-06-05,1115.618,High School Diploma
54091675252,2017-06-05,1005.29,Diploma
32110534256,2017-06-05,1079.898,Vocational Training
64122520129,2017-06-05,1161.014,Doctorate (PhD)
78091786839,2017-06-05,977.664,Certificate Program
10060578955,2017-06-05,1107.628,Vocational Training
89072557052,2017-06-05,1000.024,Professional Certification
89091366657,2017-06-05,982.534,Doctorate (PhD)
82041378047,2017-06-04,5594.62,Doctorate (PhD)
8071907736,2017-06-04,5085.05,Associate Degree
57060860158,2017-06-04,5421.11,Vocational Training
64102780853,2017-06-04,5824.31,Associate Degree
42022446556,2017-06-04,5544.64,Bachelor's Degree
33112205757,2017-06-04,5361.61,Diploma
91091714132,2017-06-04,5287.04,Master's Degree
78012976046,2017-06-04,982.876,Professional Certification
39101779025,2017-06-04,1156.812,Bachelor's Degree
85060610459,2017-06-04,1048.226,Certificate Program
81022807637,2017-06-04,1011.374,Bachelor's Degree
76041512954,2017-06-03,5182.66,Diploma
58022681619,2017-06-03,5805.07,Bachelor's Degree
38042675829,2017-06-03,4953.61,Bachelor's Degree
75062456957,2017-06-03,5147.52,Professional Certification
1111099136,2017-06-03,5318.42,Doctorate (PhD)
80050558609,2017-06-03,5195.6,Vocational Training
71090808935,2017-06-03,1001.52,Certificate Program
6020597355,2017-06-03,1122.214,High School Diploma
45120238250,2017-06-03,1092.074,Associate Degree
26022653154,2017-06-03,1039.084,Vocational Training
92022330708,2017-06-02,5073.9,Vocational Training
7021841054,2017-06-02,4910.04,Diploma
59102635753,2017-06-02,5348.1,Vocational Training
10070389956,2017-06-02,5188.7,Doctorate (PhD)
5091127553,2017-06-02,5110.98,Vocational Training
10081826523,2017-06-02,4947.94,Postgraduate Diploma
51021331554,2017-06-02,4932.43,Certificate Program
36052933212,2017-06-02,4780.75,Certificate Program
63011897418,2017-06-02,5216.07,Vocational Training
98081635741,2017-06-02,5353.24,Postgraduate Diploma
73092861655,2017-06-02,5462.69,Vocational Training
94042698039,2017-06-02,5599.52,Doctorate (PhD)
55112369932,2017-06-02,1102.994,Associate Degree
32021906735,2017-06-02,1020.488,Bachelor's Degree
90072640055,2017-06-02,1048.892,Vocational Training
82100176508,2017-06-02,1151.174,Bachelor's Degree
53091394426,2017-06-02,1024.924,Diploma
32060905951,2017-06-02,1057.618,Diploma
77021017355,2017-06-02,1039.892,Vocational Training
85042836956,2017-06-01,5147.96,Postgraduate Diploma
94100685652,2017-06-01,521.64,Doctorate (PhD)
67112870002,2017-06-01,5075.87,Professional Certification
85051954355,2017-06-01,5120.66,Certificate Program
10081145611,2017-06-01,5516.09,Certificate Program
54032828752,2017-06-01,5882.99,Doctorate (PhD)
51030219155,2017-06-01,5209.61,Bachelor's Degree
88010550955,2017-06-01,1005.794,Vocational Training
74092250731,2017-06-01,1091.762,Master's Degree
29091595112,2017-06-01,946.734,Certificate Program
72070175458,2017-06-01,993.838,Certificate Program
54120196657,2017-05-31,5938.51,High School Diploma
87090334653,2017-05-31,5107.55,Master's Degree
29081062053,2017-05-31,5400.34,Doctorate (PhD)
56073060337,2017-05-31,4920.6,Postgraduate Diploma
71052173257,2017-05-31,4965.74,Vocational Training
54091368251,2017-05-31,5435.33,High School Diploma
85052967053,2017-05-31,1039.384,Associate Degree
35082898801,2017-05-31,1076.282,Vocational Training
99103001753,2017-05-31,1123.872,Doctorate (PhD)
72020468256,2017-05-30,5532.13,Diploma
83030756952,2017-05-30,5172.16,Doctorate (PhD)
6020951157,2017-05-30,5058.5,Diploma
75053011752,2017-05-30,4966.86,Postgraduate Diploma
65082532414,2017-05-30,5357.64,Certificate Program
95030661536,2017-05-30,4991.44,Diploma
51071585156,2017-05-30,1132.592,Doctorate (PhD)
9061961628,2017-05-29,5940.49,Doctorate (PhD)
28042807054,2017-05-29,5082.87,Certificate Program
69081274744,2017-05-29,5523.09,Certificate Program
58092100951,2017-05-29,4755.43,Professional Certification
69070620743,2017-05-29,4996.38,Certificate Program
71111590333,2017-05-29,5146.4,High School Diploma
79121921758,2017-05-29,5246.09,Certificate Program
29022019751,2017-05-29,1124.95,Bachelor's Degree
42052009057,2017-05-29,1184.848,High School Diploma
43061304557,2017-05-29,1119.18,Master's Degree
76120520827,2017-05-28,4763.45,Professional Certification
44032945654,2017-05-28,4994.39,Bachelor's Degree
59071378400,2017-05-28,5108.83,Diploma
48012844157,2017-05-28,5904.5,Doctorate (PhD)
73022231855,2017-05-28,4748.65,Postgraduate Diploma
54051186639,2017-05-28,5208.87,Certificate Program
31080179252,2017-05-28,5447.36,Associate Degree
89112608243,2017-05-28,1044.754,Associate Degree
4011084457,2017-05-28,1056.294,Professional Certification
82011657512,2017-05-28,1014.02,Certificate Program
61110420054,2017-05-27,4821.74,Diploma
68082830957,2017-05-27,5487.51,Vocational Training
76111707653,2017-05-27,5916.79,Bachelor's Degree
76072713302,2017-05-27,4927.92,Certificate Program
