PESEL,Date of acceptance to the position,Salary,Education
49010785602,2011-06-17,11485.35,Associate Degree
5052278537,2019-05-24,6196.34,Bachelor's Degree
7041632951,2018-04-06,6928.84,Bachelor's Degree
72030591140,2017-09-06,7179.09,Professional Certification
28120901850,2014-06-12,9314.27,Vocational Training
85032524959,2017-09-21,7801.28,Master's Degree
6051237501,2018-10-13,6451.21,Associate Degree
30112422456,2014-01-29,9039.51,Vocational Training
63121128253,2011-04-25,9860.92,Professional Certification
79071957151,2019-05-13,6282.94,Postgraduate Diploma
71061702242,2010-09-29,11719.46,Master's Degree
28082076656,2014-10-13,8771.04,Doctorate (PhD)
67102955410,2010-10-12,10240.59,High School Diploma
74021238959,2015-04-16,9244.3,High School Diploma
3091224058,2011-01-15,10015.03,Certificate Program
8071907736,2017-06-04,7026.45,Associate Degree
39090534953,2016-11-27,7061.74,Associate Degree
38021188928,2014-09-16,7618.14,Diploma
59070770654,2011-12-01,10794.34,Diploma
65060971451,2013-08-19,7872.71,Certificate Program
37110890348,2017-12-07,7427.41,Doctorate (PhD)
4070767238,2019-12-16,5929.69,Vocational Training
41040663901,2019-12-22,5882.54,Professional Certification
69033179707,2011-11-18,12027.03,Doctorate (PhD)
98082129906,2011-05-29,10223.19,Certificate Program
66062472841,2011-02-03,12726.7,Associate Degree
30012009937,2017-01-16,7597.38,Vocational Training
60111554612,2010-01-08,10377.71,Bachelor's Degree
42062142753,2015-12-03,7971.12,High School Diploma
39052093751,2016-04-13,8527.78,Associate Degree
67062755914,2010-03-27,10586.42,High School Diploma
42090188350,2019-09-22,6007.92,Professional Certification
41101761744,2018-08-17,6910.28,High School Diploma
89042260641,2011-04-11,10418.67,Diploma
10081779326,2017-06-18,6781.6,Bachelor's Degree
68070979901,2012-09-26,8647.58,Vocational Training
62052175141,2012-09-25,9743.84,Certificate Program
90090419956,2014-07-29,10067.67,Master's Degree
61062503256,2012-10-20,10605.43,Associate Degree
49062595543,2010-12-17,9439.97,Vocational Training
77011256335,2019-03-21,6367.8,Doctorate (PhD)
83082142901,2012-06-27,9271.09,Postgraduate Diploma
5032135052,2011-01-13,10652.85,Associate Degree
56101045808,2015-03-15,8966.42,Certificate Program
61041404440,2010-03-16,12976.4,Bachelor's Degree
2110915917,2014-10-30,9820.14,High School Diploma
75071777513,2012-01-03,9043.43,Doctorate (PhD)
50030517959,2012-01-26,8713.52,Bachelor's Degree
32012948225,2011-10-10,9675.61,Vocational Training
83091381007,2010-05-04,11617.78,Doctorate (PhD)
45051964758,2010-04-01,11845.75,Associate Degree
90110969036,2014-06-28,7503.61,Professional Certification
63070754253,2019-06-13,6351.25,Vocational Training
59020566047,2011-10-19,9591.11,Vocational Training
38032436229,2012-07-08,9846.91,Bachelor's Degree
36070956208,2016-01-03,7447.07,Vocational Training
91020416304,2018-07-06,6678.77,Vocational Training
27042718658,2017-04-20,7069.74,Diploma
89101419021,2018-01-30,6913.06,Certificate Program
93092787641,2015-02-18,9616.1,Doctorate (PhD)
58050787907,2018-01-25,6589.48,Certificate Program
25032590525,2019-11-18,6267.84,Associate Degree
82112477103,2010-04-22,10582.28,Bachelor's Degree
59012512953,2012-12-11,10482.14,Doctorate (PhD)
35071847904,2018-06-28,6799.83,Bachelor's Degree
28103038643,2015-11-22,7389.21,Professional Certification
69090263858,2013-01-01,8941.76,Vocational Training
121081535,2010-11-26,10115.47,Associate Degree
49031856442,2011-06-07,9714.0,Diploma
53032206410,2016-04-26,7721.06,Associate Degree
32061742450,2016-07-28,7602.1,Vocational Training
84061767108,2011-12-02,10258.42,Postgraduate Diploma
83092160951,2018-06-09,6946.77,Vocational Training
88021630710,2015-06-18,7809.67,Certificate Program
65111094546,2010-10-20,9373.96,Diploma
25052930855,2013-10-16,8085.58,Diploma
3032291455,2010-05-21,11864.58,Associate Degree
96031359048,2012-10-23,9833.35,Certificate Program
6100315653,2010-11-16,9290.34,Professional Certification
68072040557,2012-04-06,10836.44,Master's Degree
40101107453,2016-07-19,6874.47,Vocational Training
32121996520,2016-09-19,7558.03,Postgraduate Diploma
42070912425,2014-06-29,9695.46,Bachelor's Degree
63072268437,2018-03-12,6928.12,Associate Degree
30052936558,2011-04-21,9663.93,Professional Certification
95061206551,2011-06-07,11081.12,Master's Degree
57112898816,2010-08-15,12626.46,Associate Degree
59030960422,2013-08-13,8872.79,Associate Degree
39110698407,2010-01-03,10971.58,Vocational Training
54011247457,2012-08-28,8436.24,Diploma
93061790553,2017-07-27,7101.65,Master's Degree
38030481320,2010-08-25,11748.23,Doctorate (PhD)
10042444050,2017-07-30,7366.17,Diploma
63111359959,2013-08-01,10112.63,Bachelor's Degree
51022370554,2011-09-19,8768.09,Postgraduate Diploma
99082079956,2016-11-01,7072.46,Certificate Program
77121694108,2012-05-22,10086.01,Professional Certification
48122143052,2011-11-03,10507.95,Diploma
75040914651,2014-06-14,8759.2,Diploma
61020542859,2013-11-22,9686.64,Master's Degree
30040536438,2013-02-09,9440.56,Professional Certification
35031998545,2013-08-21,8068.21,Professional Certification
46062049553,2014-08-30,8779.19,Postgraduate Diploma
72042241648,2012-07-24,9618.93,Certificate Program
5053027208,2010-12-23,11266.28,Bachelor's Degree
25072218805,2012-12-19,9792.43,Master's Degree
48120364451,2011-05-27,9456.5,Diploma
47052426855,2014-05-16,8675.19,Master's Degree
26091445058,2017-03-04,7072.67,High School Diploma
67042412657,2015-09-14,8225.29,Certificate Program
87040354258,2011-03-28,11233.19,Postgraduate Diploma
31051345648,2010-07-19,10166.23,Doctorate (PhD)
97042104546,2012-01-20,9443.28,Diploma
25012777757,2012-12-03,10215.52,Doctorate (PhD)
59050811652,2012-08-31,9663.46,Postgraduate Diploma
38040889105,2019-10-18,6154.38,Associate Degree
24122367708,2019-07-13,6447.8,Doctorate (PhD)
63041721400,2010-11-03,11569.28,Bachelor's Degree
88051813226,2018-06-05,6889.76,Diploma
7053054543,2017-04-16,7359.96,Associate Degree
32010231051,2019-03-07,6351.72,Vocational Training
25120650258,2016-05-08,7928.75,Vocational Training
59052285448,2017-02-19,7229.59,Professional Certification
59102714913,2014-06-25,8184.25,Vocational Training
89081366205,2019-06-29,6397.37,Associate Degree
71080107453,2015-05-21,7551.43,Bachelor's Degree
34012493736,2013-10-05,8060.05,High School Diploma
43102560551,2016-04-15,7355.93,Doctorate (PhD)
37060719454,2016-06-08,8746.33,Associate Degree
69060248724,2018-11-03,6800.73,High School Diploma
42120972759,2013-02-26,7938.28,Diploma
94061850746,2010-12-15,10312.4,Diploma
99121789758,2013-02-17,10858.0,Master's Degree
84012670200,2013-05-02,7800.49,Postgraduate Diploma
83020496457,2016-12-12,8130.94,Master's Degree
97040204552,2012-07-08,9533.27,Diploma
61111015651,2015-05-07,8799.86,Doctorate (PhD)
7010824259,2018-07-15,6879.68,Bachelor's Degree
38051506732,2011-09-27,10350.16,Certificate Program
81091561759,2018-12-24,6431.03,Diploma
7060122253,2010-12-12,10264.32,Bachelor's Degree
30120674900,2011-10-14,8521.22,Certificate Program
33101275550,2016-02-08,7772.62,High School Diploma
64111246816,2012-11-01,8314.07,Postgraduate Diploma
51042382353,2019-03-04,6635.63,Master's Degree
10032443522,2013-08-27,8036.24,High School Diploma
40061784251,2018-04-26,7065.96,Vocational Training
42122037245,2010-02-18,10250.94,Postgraduate Diploma
67040236624,2018-10-30,6687.5,Certificate Program
66120615209,2010-10-05,10848.9,Master's Degree
9072915344,2015-01-01,8254.28,Certificate Program
46092975714,2017-06-15,7866.97,Doctorate (PhD)
95020750316,2019-08-28,6288.79,Doctorate (PhD)
40041961742,2016-03-25,8716.29,Doctorate (PhD)
69110413135,2012-09-22,8278.96,Diploma
44072059157,2016-08-02,7062.07,Certificate Program
75071933955,2019-02-02,6164.07,Vocational Training
64032776153,2017-07-10,6835.26,High School Diploma
39032861952,2014-10-04,8914.47,Vocational Training
25030471556,2019-12-08,6003.65,Postgraduate Diploma
64081667044,2018-02-15,7138.91,High School Diploma
30021166726,2012-01-30,8811.09,Bachelor's Degree
54042408520,2015-03-10,8603.42,Doctorate (PhD)
91112937955,2010-04-27,8879.03,Diploma
49120934956,2011-12-04,11676.04,Bachelor's Degree
57071211015,2011-12-28,11083.33,Associate Degree
44022910758,2010-09-05,10688.78,Associate Degree
5051602720,2018-10-24,6757.5,Professional Certification
37080753124,2013-02-28,10775.4,Master's Degree
59111221415,2010-11-07,9580.48,Bachelor's Degree
64090314955,2017-07-11,7529.85,Bachelor's Degree
53102012644,2011-07-22,10627.44,Doctorate (PhD)
2110497703,2012-07-27,9545.44,Bachelor's Degree
121276258,2013-06-16,9643.65,Postgraduate Diploma
65041023858,2019-07-13,6060.15,Diploma
33111528659,2010-01-18,10571.16,Master's Degree
40100277650,2011-08-07,9976.27,Diploma
67022255953,2014-09-01,7969.94,Postgraduate Diploma
98111145752,2016-06-02,7456.84,Postgraduate Diploma
52062368253,2018-08-23,6232.74,Postgraduate Diploma
61011032156,2016-01-04,8267.59,Associate Degree
48042942537,2019-03-09,6205.83,Certificate Program
86101412955,2019-04-25,6465.02,Vocational Training
26051230458,2019-02-12,6320.58,Master's Degree
74051854000,2018-12-08,6425.19,Doctorate (PhD)
47041214450,2016-08-22,8315.42,High School Diploma
37101657859,2014-04-04,8938.12,Professional Certification
38071965951,2012-03-04,10819.94,Bachelor's Degree
43052894656,2016-11-04,7380.76,High School Diploma
80101418232,2015-06-22,7496.96,Professional Certification
85052280121,2017-07-05,7250.86,Diploma
70012922959,2017-09-26,6754.3,Certificate Program
46030167645,2013-04-16,9813.73,Diploma
28041423301,2012-12-02,9285.45,Professional Certification
54011251324,2013-02-01,8893.4,Postgraduate Diploma
53120777251,2012-10-27,10062.3,Master's Degree
90082196151,2012-10-24,11025.66,High School Diploma
36100892748,2011-09-30,11578.5,Doctorate (PhD)
40051672050,2012-12-02,9624.84,Associate Degree
36122652810,2019-07-09,6081.11,Certificate Program
89101744811,2017-10-07,6986.38,Associate Degree
70120195809,2011-05-02,8992.27,Professional Certification
42053121921,2017-08-03,7417.72,Certificate Program
98102486952,2013-09-03,8772.1,Postgraduate Diploma
28080729822,2013-04-17,10129.82,Master's Degree
87031168402,2011-12-16,11319.95,High School Diploma
93040475659,2010-02-15,10320.45,Certificate Program
99090733738,2015-01-03,8020.26,High School Diploma
44092770452,2010-07-31,11607.76,Postgraduate Diploma
57060860158,2017-06-04,7419.72,Vocational Training
37072268650,2014-08-18,9021.95,Diploma
88111086452,2018-10-17,6389.02,Postgraduate Diploma
48030983258,2013-04-28,9697.43,Vocational Training
45032745053,2010-03-09,11405.86,Master's Degree
57122362626,2011-01-17,8641.93,Certificate Program
4062135645,2012-09-07,10406.6,Associate Degree
73010277854,2012-03-10,11393.43,High School Diploma
57031883351,2014-08-20,7996.28,Postgraduate Diploma
39041282621,2014-06-13,10187.15,High School Diploma
61090752556,2012-10-24,9644.73,Associate Degree
68122762354,2016-05-03,8666.07,Doctorate (PhD)
122157231,2013-02-04,9663.27,High School Diploma
58032053444,2012-08-29,9078.6,Professional Certification
56090492751,2013-09-23,9188.4,Diploma
68120375354,2011-12-24,9345.53,Postgraduate Diploma
77101061706,2015-04-14,7530.65,Professional Certification
94091995552,2015-12-29,7472.26,Master's Degree
2041100035,2011-08-12,9265.73,Bachelor's Degree
41041903958,2016-03-09,7656.33,Certificate Program
64070149748,2012-07-04,11606.18,Bachelor's Degree
70100742429,2017-05-07,6781.8,Diploma
30072871758,2012-01-15,10471.43,Bachelor's Degree
81121545159,2016-01-31,8330.23,Diploma
49083110042,2019-04-20,6341.18,Associate Degree
65051830329,2014-09-06,8517.12,Bachelor's Degree
86081110018,2018-05-22,7028.26,High School Diploma
47011401608,2011-09-08,9187.47,Associate Degree
53041010552,2019-12-10,5883.68,Certificate Program
68051901107,2015-07-27,9303.45,Master's Degree
63073016558,2015-10-06,8626.03,Associate Degree
39030858453,2010-10-23,10400.36,Doctorate (PhD)
97062629919,2010-09-23,9204.68,Certificate Program
59071289957,2014-07-20,10035.44,Master's Degree
81112109601,2011-12-15,11073.15,High School Diploma
52021694751,2014-09-13,8480.64,Bachelor's Degree
80082818357,2011-03-31,9784.3,Postgraduate Diploma
91091286253,2010-01-22,9653.2,Professional Certification
62032938733,2015-06-04,7788.0,High School Diploma
39083098406,2016-03-30,7210.1,Professional Certification
83042050000,2014-03-14,8713.37,Associate Degree
73100997752,2012-06-25,8562.21,Postgraduate Diploma
4071226611,2011-03-17,9541.97,Professional Certification
88010442957,2010-06-29,9047.47,Postgraduate Diploma
33040645551,2015-01-29,8479.82,Vocational Training
3111323554,2018-08-03,6625.42,Professional Certification
79062711935,2012-01-29,9378.88,Postgraduate Diploma
42093032953,2014-03-16,10067.89,Associate Degree
8082727608,2019-08-31,5929.02,Associate Degree
54103093041,2015-01-31,8139.02,Master's Degree
93100760750,2012-12-03,9201.98,Professional Certification
30072277851,2014-04-25,9998.84,Master's Degree
33022865304,2015-10-04,7530.57,High School Diploma
53012667651,2017-06-20,7346.96,Associate Degree
93101598301,2010-01-13,10287.92,Diploma
68010743951,2019-12-19,6123.96,Postgraduate Diploma
88021743607,2015-09-12,8805.39,Associate Degree
91081219506,2013-01-25,8815.12,Diploma
6092387650,2016-11-23,7711.48,Postgraduate Diploma
68041399048,2016-10-13,7776.16,Diploma
71021366754,2014-12-26,9576.79,Associate Degree
26102042555,2017-11-20,7051.84,Master's Degree
5112938649,2017-09-20,7094.68,Associate Degree
72090666606,2012-04-11,8689.75,Postgraduate Diploma
59082628758,2013-10-25,10105.7,Master's Degree
10022419658,2015-08-16,7756.28,Doctorate (PhD)
84100719158,2011-05-05,12486.99,Doctorate (PhD)
82071179825,2019-09-18,6044.03,Associate Degree
2101971001,2014-09-20,8340.77,Postgraduate Diploma
52022161951,2011-08-15,10702.03,Diploma
61101371051,2013-02-01,11002.4,Doctorate (PhD)
82072527016,2019-01-30,6543.98,High School Diploma
88120625655,2014-10-07,7913.69,Certificate Program
57091939058,2014-03-30,9575.05,High School Diploma
62032772858,2018-04-16,6819.79,Postgraduate Diploma
94082848759,2019-03-18,6329.04,Doctorate (PhD)
34080133552,2016-01-13,7902.25,Professional Certification
41080688050,2016-04-04,7876.37,Professional Certification
82070291821,2015-08-27,7792.28,Professional Certification
33060491154,2012-05-07,10381.13,Bachelor's Degree
26030892916,2018-02-18,6939.83,Professional Certification
36080845109,2014-06-26,9070.08,High School Diploma
39050535141,2014-06-14,8318.09,Doctorate (PhD)
48110481825,2017-02-17,6978.08,Diploma
70081415518,2013-08-23,8597.22,Master's Degree
37110718918,2017-07-01,7007.16,Professional Certification
59093082659,2015-03-25,8093.16,Certificate Program
30083000057,2013-08-01,9112.11,Professional Certification
78012157052,2014-04-30,8515.01,Postgraduate Diploma
41092308351,2014-11-06,8915.59,Postgraduate Diploma
79101477653,2015-11-23,8575.92,Associate Degree
5102480121,2019-06-15,6280.69,Postgraduate Diploma
99082142650,2011-07-23,10794.96,Doctorate (PhD)
61040250554,2013-02-28,9110.67,Doctorate (PhD)
95021138742,2010-05-28,12528.36,Master's Degree
28020439354,2018-10-14,6725.61,Doctorate (PhD)
66112169958,2018-10-05,6565.79,Certificate Program
61092838551,2010-12-27,11525.31,Diploma
95092035359,2011-09-12,9658.13,Professional Certification
72032839750,2016-03-18,7648.84,Certificate Program
64090858956,2011-04-04,11121.68,Doctorate (PhD)
67012882653,2010-12-05,11098.31,High School Diploma
89022668058,2015-05-15,7546.24,Certificate Program
34122854416,2015-09-24,8095.45,Associate Degree
87102566605,2011-07-15,11804.25,Associate Degree
3072843014,2012-02-08,10264.96,Vocational Training
65071027558,2017-04-08,7704.82,Doctorate (PhD)
41060747854,2018-07-28,6559.1,Postgraduate Diploma
78011563814,2017-04-19,8023.78,High School Diploma
62070402555,2019-04-06,6406.08,Professional Certification
92042293438,2013-12-22,7897.15,Professional Certification
93052069118,2012-11-04,9583.84,Professional Certification
57082106850,2016-12-30,7495.8,Postgraduate Diploma
75010717824,2014-12-23,8834.75,Bachelor's Degree
40090807626,2018-11-22,6361.68,High School Diploma
70042474312,2013-09-26,9052.4,Associate Degree
35121977656,2014-04-28,8747.96,Bachelor's Degree
50032098858,2019-05-09,6599.69,Doctorate (PhD)
93082102823,2012-11-08,9601.64,High School Diploma
25011878053,2018-05-24,6286.84,Postgraduate Diploma
75041280115,2012-03-06,10696.86,Associate Degree
38050182957,2012-02-07,9018.27,Doctorate (PhD)
32100659253,2018-09-11,6920.34,Bachelor's Degree
41121032756,2013-08-18,8882.07,Certificate Program
69020380950,2010-05-03,10513.55,Postgraduate Diploma
72021264035,2018-10-28,6349.1,Associate Degree
52032238155,2016-07-02,8384.84,Associate Degree
81031696211,2018-04-05,6751.31,Certificate Program
46022385053,2019-10-07,6252.47,Professional Certification
36032607450,2010-10-27,8679.75,Diploma
9052928218,2012-01-24,9862.1,Associate Degree
74081788955,2016-10-05,7304.94,Master's Degree
84030509724,2014-02-18,8704.73,Professional Certification
40040301057,2014-04-10,7636.36,Diploma
47102030951,2014-11-14,7989.51,Certificate Program
51012776229,2013-07-01,9875.71,Postgraduate Diploma
71032764057,2017-08-14,7466.76,Certificate Program
73100204159,2014-10-20,8655.53,Bachelor's Degree
97063049059,2017-12-11,7397.7,Bachelor's Degree
46071263955,2019-10-15,6180.78,Associate Degree
26122736717,2015-02-13,9000.32,Master's Degree
7070165426,2016-01-21,7755.3,Master's Degree
79021460331,2018-09-02,6718.05,Vocational Training
73092242955,2018-07-05,6989.9,Certificate Program
97051719005,2013-06-28,8141.16,High School Diploma
4010347757,2018-07-28,6505.83,Certificate Program
81011355543,2010-01-22,12368.21,Bachelor's Degree
78041057745,2014-09-18,7979.48,High School Diploma
49021732659,2016-12-19,8208.57,Doctorate (PhD)
2040221351,2014-04-27,8865.44,Associate Degree
73062741604,2015-02-04,8565.36,Diploma
96122823957,2013-02-23,8141.87,Professional Certification
70092132855,2010-07-09,10683.11,Doctorate (PhD)
32011012303,2012-07-15,11121.24,Doctorate (PhD)
58022632752,2013-07-22,8245.15,Professional Certification
63111201942,2010-02-25,10183.69,Diploma
7021841054,2017-06-02,6944.05,Diploma
54030948528,2013-09-21,9550.37,Bachelor's Degree
73072417656,2019-05-17,6196.54,Professional Certification
3111825124,2013-04-30,9850.86,Certificate Program
57022882655,2017-01-23,6938.04,Vocational Training
74061800750,2010-05-17,10771.54,High School Diploma
1033000250,2017-07-08,7583.83,High School Diploma
49122922102,2013-08-28,10634.38,Master's Degree
43061839211,2013-10-10,9661.33,Vocational Training
52022294806,2014-06-10,8929.49,Master's Degree
97121122344,2019-04-10,6363.68,High School Diploma
94050493859,2015-07-17,7920.89,Associate Degree
9012913933,2014-08-02,8840.75,Certificate Program
98070299523,2014-07-02,8667.8,Postgraduate Diploma
51051918512,2015-01-03,7653.45,Vocational Training
44052126235,2010-01-08,12909.32,Doctorate (PhD)
80061579255,2016-10-24,8094.47,Doctorate (PhD)
60022096151,2019-05-23,6283.98,High School Diploma
54041910705,2012-06-12,10307.76,Postgraduate Diploma
41042846726,2018-03-25,6843.99,Diploma
44112980157,2017-10-09,7666.05,Doctorate (PhD)
57102992748,2016-08-12,7308.52,Postgraduate Diploma
65042466836,2015-03-22,8610.94,High School Diploma
52092583657,2018-06-17,6966.11,High School Diploma
95040894021,2017-09-17,7114.24,Bachelor's Degree
35020287139,2016-03-29,8171.79,Associate Degree
99090619403,2018-05-28,6795.95,Associate Degree
60120287646,2016-08-15,7433.56,Diploma
1071936537,2010-02-28,9716.49,Postgraduate Diploma
62060626152,2019-03-08,6403.15,Master's Degree
53112135900,2018-05-08,6604.05,Vocational Training
86100120055,2014-02-18,8182.04,Certificate Program
59051710752,2016-06-20,7093.87,Certificate Program
89012331555,2014-12-13,8800.97,Doctorate (PhD)
64012156641,2018-12-05,6538.16,Doctorate (PhD)
34050412508,2019-10-09,6165.8,Associate Degree
30111846936,2015-12-12,7888.06,High School Diploma
61081916352,2013-02-11,9074.79,Master's Degree
77121925338,2018-02-07,7027.82,Certificate Program
74052047959,2011-09-12,9944.94,Professional Certification
31022597157,2018-04-22,7262.17,Bachelor's Degree
54071715259,2013-02-18,8619.86,Professional Certification
97061092752,2017-07-12,7106.16,Master's Degree
28110730945,2018-01-23,6970.23,Certificate Program
10052294250,2019-02-15,6518.21,Diploma
45042748651,2014-03-31,7942.79,Professional Certification
76011371251,2018-12-01,6362.65,Bachelor's Degree
1081357359,2014-05-31,7975.03,Certificate Program
67012533054,2011-11-26,10338.83,Professional Certification
61082872228,2019-12-16,6007.67,High School Diploma
9050147448,2017-09-05,6718.84,Certificate Program
98011973356,2012-08-06,10684.79,Associate Degree
76071845950,2013-03-23,8791.49,Bachelor's Degree
94081822123,2013-08-20,9653.7,Diploma
46120580644,2019-05-02,6492.63,High School Diploma
33022254056,2015-07-14,7863.17,Associate Degree
49100411653,2018-11-21,6778.21,Postgraduate Diploma
69042745050,2018-07-08,6407.15,Master's Degree
32102625616,2015-09-21,8658.73,Associate Degree
110862406,2010-12-05,8818.11,Certificate Program
29030811509,2018-05-08,6433.86,Professional Certification
41030316303,2012-02-12,9999.23,Bachelor's Degree
53010729452,2016-04-04,8257.61,Bachelor's Degree
79060288411,2016-07-10,7366.01,Diploma
3061927859,2017-08-13,7190.19,Postgraduate Diploma
25091086858,2011-09-10,9134.88,Associate Degree
92092501152,2014-05-19,9801.2,Associate Degree
28122604751,2010-03-16,12768.85,High School Diploma
30100566955,2012-02-10,10417.32,Postgraduate Diploma
80041741328,2017-09-19,6723.94,Bachelor's Degree
34112004957,2011-01-05,12805.94,Bachelor's Degree
26100267651,2011-10-31,12210.51,Master's Degree
2012450556,2019-08-25,6148.19,Postgraduate Diploma
4012109300,2018-09-25,6774.47,Postgraduate Diploma
31031099354,2013-06-08,8858.23,Associate Degree
3082577123,2015-03-28,7793.18,Professional Certification
64091830838,2017-12-20,6674.08,Professional Certification
75071096212,2018-09-25,6530.1,Master's Degree
39091146225,2015-08-01,8745.23,High School Diploma
76050141154,2013-02-10,8452.56,Associate Degree
52100265856,2016-07-18,7165.42,Postgraduate Diploma
67041625450,2010-10-16,9393.43,Master's Degree
35072786945,2011-01-04,8941.76,Postgraduate Diploma
55100697726,2017-11-06,6977.95,Doctorate (PhD)
96062361052,2018-02-09,6784.74,Doctorate (PhD)
73090973611,2012-12-12,10039.47,Certificate Program
27030452548,2018-12-08,6690.78,Certificate Program
32011096257,2015-12-15,8511.97,Doctorate (PhD)
1100779757,2014-07-31,9054.16,Postgraduate Diploma
79070210956,2013-10-04,8451.23,Postgraduate Diploma
57070337923,2013-12-15,9618.8,Doctorate (PhD)
68101870818,2018-05-14,6849.65,Doctorate (PhD)
86022075154,2010-03-12,11058.64,High School Diploma
97021435256,2016-02-15,7387.32,Doctorate (PhD)
65060449851,2012-02-13,9555.39,High School Diploma
44011044352,2016-08-18,7613.02,Certificate Program
1051427453,2014-02-08,8821.15,Vocational Training
49030804804,2018-02-11,7121.73,Doctorate (PhD)
4020297350,2011-11-27,8585.21,Certificate Program
79072532915,2017-05-08,7308.44,Postgraduate Diploma
71072388503,2017-07-03,7315.2,High School Diploma
75101788858,2019-11-17,6017.47,High School Diploma
80050234950,2014-04-23,9891.73,Associate Degree
82090490239,2018-08-16,6509.25,Professional Certification
61032889155,2017-12-10,7064.06,Professional Certification
93030818910,2015-06-14,7881.29,Professional Certification
75012719435,2012-01-05,8986.76,Professional Certification
32072224536,2017-01-29,7463.27,Associate Degree
91031043050,2012-07-02,9224.82,Bachelor's Degree
96102078843,2019-08-24,6229.7,Master's Degree
94092711153,2016-07-06,7380.03,Bachelor's Degree
50050669054,2012-07-16,8365.2,Certificate Program
7042613856,2014-09-15,8486.33,Diploma
1080223626,2012-06-22,11459.9,Master's Degree
56011686054,2017-11-28,6427.68,Diploma
69062224739,2011-01-05,9370.48,Doctorate (PhD)
96090865452,2014-04-19,7701.49,Certificate Program
87053065112,2013-12-10,9274.82,Postgraduate Diploma
3031691041,2012-05-14,10023.58,Diploma
6071058230,2018-08-14,6941.67,High School Diploma
49011279959,2018-08-12,7015.36,Master's Degree
2092635953,2013-12-13,8723.55,High School Diploma
72052749222,2015-05-11,8735.26,Doctorate (PhD)
74040805556,2018-05-11,6819.75,Diploma
50112390050,2016-08-04,8107.82,Professional Certification
35061103250,2016-05-24,7803.71,Bachelor's Degree
74041891756,2014-06-14,8523.56,Professional Certification
96051070046,2019-04-15,6491.19,High School Diploma
33113060823,2018-12-07,6392.7,Vocational Training
46121343350,2017-05-10,7534.5,Postgraduate Diploma
35111361708,2010-06-11,10165.54,Certificate Program
56011921953,2019-06-08,6191.27,High School Diploma
56090684648,2010-05-24,11497.69,Associate Degree
72052864121,2011-12-08,8718.75,High School Diploma
63071182219,2019-10-26,5978.65,Postgraduate Diploma
5122514659,2014-12-10,9712.74,Associate Degree
76080553846,2016-04-02,7502.3,Associate Degree
61032055941,2015-02-06,8252.37,Bachelor's Degree
80112863629,2011-01-08,9997.12,Certificate Program
95040549655,2016-06-18,7964.35,Diploma
49100814951,2017-04-15,7400.36,Vocational Training
10070267357,2019-11-05,5937.19,Master's Degree
35061122552,2010-03-23,11810.57,Postgraduate Diploma
50051668359,2012-02-02,9152.43,Bachelor's Degree
28060369701,2016-12-20,8216.09,Doctorate (PhD)
67011884229,2011-10-16,10335.06,Bachelor's Degree
8112374752,2014-11-24,8399.23,Professional Certification
51112004350,2015-12-29,8432.89,Diploma
29090825519,2018-11-15,6494.39,Diploma
33092892154,2010-10-31,10609.93,High School Diploma
2071024109,2014-02-04,9519.73,Doctorate (PhD)
73101805755,2010-12-21,9974.04,Certificate Program
53081352643,2019-04-08,6219.22,Certificate Program
3041987251,2012-09-29,9502.23,Diploma
67021352026,2016-07-11,7282.45,Vocational Training
71112950840,2011-06-09,8694.19,Diploma
93111844854,2010-09-22,9904.94,Professional Certification
58091632408,2016-09-27,7155.26,Vocational Training
67011712755,2013-04-06,9700.57,Associate Degree
66121127659,2010-07-05,11162.09,Vocational Training
40100166505,2014-01-09,8338.55,Professional Certification
90110406726,2014-05-13,8582.96,Certificate Program
5091079751,2016-09-07,7029.01,Postgraduate Diploma
9090660453,2014-08-11,8152.94,Master's Degree
90110270550,2010-05-23,8906.23,Diploma
60050433955,2015-06-02,8828.03,Professional Certification
88071475152,2011-02-13,8857.17,Postgraduate Diploma
46011120735,2010-10-10,12655.83,Associate Degree
69071334915,2016-02-20,7037.16,Vocational Training
49022692758,2016-06-28,7797.63,Certificate Program
92013036152,2013-08-05,8810.74,Diploma
85071400650,2018-08-27,6782.86,Diploma
85040692231,2012-03-11,10334.98,High School Diploma
46040776701,2015-12-10,7525.95,Postgraduate Diploma
73041136030,2015-11-24,7262.8,Postgraduate Diploma
30042129759,2013-08-07,10375.78,High School Diploma
9102032753,2010-12-15,10675.33,Vocational Training
92067224,2017-07-17,6757.03,High School Diploma
92070652254,2017-11-24,6754.54,Vocational Training
74052718653,2012-11-10,9955.3,Vocational Training
39011911557,2018-05-26,6774.08,Certificate Program
98031729546,2014-12-12,9013.02,High School Diploma
86111680157,2012-12-27,8312.43,Certificate Program
92110871519,2013-10-29,8858.56,Master's Degree
55032922453,2018-08-09,6579.1,Postgraduate Diploma
50062376953,2016-11-20,7045.62,Postgraduate Diploma
93090918159,2012-09-28,10875.75,High School Diploma
97011581208,2012-08-30,8843.55,Professional Certification
66082029854,2013-12-15,8974.54,Professional Certification
91063082106,2014-04-25,8200.95,Vocational Training
66071677637,2015-07-04,7112.81,Vocational Training
91031989617,2016-11-19,7133.84,Professional Certification
92010853833,2012-01-26,10322.54,Certificate Program
89030878850,2012-12-07,8773.38,Vocational Training
88112924355,2014-07-31,9213.11,Master's Degree
86121436759,2013-07-02,7806.58,Vocational Training
